city_id,x,y,reward
97,262983.333,979283.333,69
98,263013.889,981630.556,94
99,263180.556,801000.0,32
100,263305.556,818269.444,21
101,263394.444,817788.889,60
102,263583.333,800833.333,49
103,263727.778,979713.889,35
104,263794.444,988200.0,82
105,263991.667,800658.333,89
106,264047.222,990155.556,72
107,264119.444,977894.444,29
108,264183.333,814175.0,88
109,264422.222,980136.111,42
110,264486.111,820225.0,99
111,264516.667,819483.333,100
112,264611.111,800730.556,8
113,264669.444,818016.667,30
114,265250.0,800666.667,5
115,265266.667,800486.111,41
116,265625.0,819497.222,52
117,265661.111,800536.111,35
118,265863.889,800522.222,9
119,265886.111,800388.889,28
120,266155.556,800572.222,73
121,266233.333,801255.556,92
122,266250.0,816250.0,41
123,266402.778,818725.0,28
124,266450.0,800761.111,84
125,266636.111,807163.889,64
126,266669.444,818802.778,51
127,266744.444,818152.778,83
128,266841.667,806677.778,59
129,266908.333,801202.778,19
130,267052.778,800366.667,34
131,267088.889,817461.111,18
132,267150.0,800536.111,32
133,267372.222,809511.111,96
134,267538.889,809338.889,72
135,267600.0,800738.889,69
136,267613.889,814386.111,34
137,267750.0,800583.333,96
138,267777.778,800358.333,75
139,268000.0,800666.667,55
140,268172.222,800822.222,75
141,268197.222,806655.556,52
142,268327.778,810933.333,47
143,268416.667,810963.889,29
144,268794.444,800536.111,18
145,268833.333,822902.778,66
146,269069.444,992711.111,64
147,269097.222,820541.667,12
148,269138.889,823272.222,97
149,269294.444,820455.556,7
150,269338.889,800944.444,15
151,269466.667,820261.111,20
152,269580.556,820672.222,81
153,269613.889,819841.667,21
154,269758.333,820908.333,88
155,270269.444,804858.333,55
156,270500.0,822500.0,77
157,270527.778,824244.444,9
158,270566.667,823786.111,50
159,270591.667,801366.667,49
160,270727.778,824077.778,77
161,270994.444,824544.444,60
162,271188.889,824444.444,68
163,271300.0,824533.333,33
164,271438.889,802008.333,71
165,271675.0,802663.889,2
166,271958.333,824905.556,88
167,271972.222,802530.556,93
168,272155.556,818586.111,15
169,272172.222,802700.0,88
170,272191.667,802394.444,69
171,272216.667,824980.556,97
172,272266.667,981438.889,35
173,272436.111,808300.0,99
174,272516.667,808141.667,83
175,272541.667,802300.0,44
176,272836.111,824808.333,15
177,272927.778,813630.556,38
178,273063.889,986780.556,56
179,273294.444,824577.778,21
180,273361.111,825308.333,59
181,273602.778,981233.333,1
182,274097.222,825694.444,93
183,274122.222,826591.667,93
184,274241.667,825802.778,34
185,274250.0,825905.556,65
186,274463.889,803258.333,98
187,274472.222,825463.889,23
188,274666.667,827041.667,65
189,274688.889,826863.889,14
190,274691.667,825416.667,81
191,274930.556,817961.111,39
192,274952.778,814411.111,82
193,274972.222,827091.667,65
194,274986.111,825750.0,78
195,275061.111,995072.222,26
196,275119.444,826322.222,20
197,275155.556,978558.333,48
198,275211.111,825725.0,98
199,275213.889,825277.778,21
200,275308.333,827336.111,70
201,275355.556,825613.889,100
202,275427.778,804025.0,68
203,275469.444,818116.667,1
204,275858.333,977988.889,77
205,275955.556,815063.889,42
206,275986.111,984077.778,63
207,276380.556,818241.667,3
208,276383.333,803975.0,15
209,276741.667,977483.333,47
210,276750.0,804094.444,40
211,277122.222,822991.667,31
212,277163.889,803844.444,8
213,277205.556,824333.333,31
214,277455.556,815308.333,73
215,277480.556,804363.889,11
216,277480.556,827036.111,11
217,277519.444,818019.444,94
218,277519.444,980694.444,63
219,277547.222,827377.778,9
220,277636.111,982386.111,98
221,277675.0,806016.667,69
222,277688.889,827691.667,99
223,277813.889,979083.333,17
224,277900.0,976686.111,17
225,277950.0,819805.556,85
226,277977.778,827975.0,61
227,278002.778,973961.111,71
228,278083.333,828113.889,22
229,278138.889,827783.333,34
230,278158.333,828208.333,68
231,278258.333,828291.667,78
232,278336.111,970608.333,55
233,278355.556,804933.333,28
234,278425.0,826997.222,70
235,278625.0,828486.111,97
236,278750.0,828513.889,94
237,278769.444,973236.111,89
238,278775.0,972113.889,26
239,278802.778,805005.556,92
240,278825.0,986175.0,40
241,278950.0,819736.111,52
242,278961.111,818433.333,86
243,279011.111,815861.111,84
244,279091.667,827875.0,48
245,279091.667,971497.222,57
246,279141.667,827055.556,67
247,279211.111,828172.222,58
248,279219.444,972897.222,16
249,279227.778,828433.333,32
250,279355.556,828063.889,29
251,279375.0,822861.111,9
252,279455.556,818005.556,44
253,279472.222,824586.111,3
254,279502.778,975819.444,76
255,279525.0,817272.222,71
256,279563.889,979366.667,30
257,279650.0,818780.556,76
258,279655.556,828002.778,29
259,279675.0,819736.111,1
260,279780.556,817566.667,10
261,279786.111,816141.667,91
262,279786.111,973983.333,81
263,279905.556,826933.333,8
264,279936.111,816902.778,30
265,279938.889,822197.222,9
266,279944.444,817383.333,5
267,280033.333,805658.333,43
268,280083.333,819077.778,10
269,280183.333,821130.556,66
270,280194.444,827719.444,31
271,280202.778,970541.667,36
272,280219.444,817330.556,86
273,280222.222,816194.444,63
274,280313.889,820150.0,28
275,280338.889,826652.778,70
276,280341.667,805888.889,17
277,280350.0,823894.444,93
278,280363.889,975088.889,74
279,280408.333,993541.667,74
280,280441.667,816280.556,61
281,280611.111,970408.333,32
282,280650.0,817888.889,61
283,280680.556,805605.556,53
284,280713.889,806536.111,25
285,280719.444,806802.778,13
286,280777.778,827638.889,13
287,280786.111,806027.778,85
288,280850.0,806666.667,56
289,280891.667,805658.333,46
290,280916.667,817236.111,55
291,280941.667,978277.778,53
292,281138.889,816180.556,60
293,281144.444,819738.889,94
294,281205.556,820233.333,7
295,281355.556,806719.444,87
296,281458.333,827569.444,84
297,281486.111,805886.111,83
298,281508.333,824616.667,13
299,281611.111,816019.444,8
300,281758.333,805902.778,52
301,281822.222,818241.667,94
302,281875.0,827397.222,44
303,282163.889,827225.0,14
304,282333.333,821813.889,32
305,282380.556,973197.222,25
306,282438.889,827194.444,25
307,282586.111,814566.667,69
308,282713.889,827197.222,58
309,282916.667,814077.778,18
310,283050.0,972750.0,55
311,283197.222,806077.778,24
312,283322.222,981172.222,36
313,283358.333,822747.222,60
314,283505.556,807255.556,32
315,283644.444,821961.111,10
316,283858.333,807422.222,57
317,284005.556,977480.556,71
318,284055.556,806050.0,13
319,284150.0,967133.333,7
320,284319.444,807602.778,84
321,284366.667,992347.222,70
322,284569.444,813916.667,2
323,284580.556,813594.444,12
324,284600.0,981822.222,97
325,284655.556,821722.222,31
326,284716.667,813680.556,22
327,284858.333,813725.0,53
328,284952.778,815350.0,63
329,285025.0,813308.333,62
330,285072.222,821705.556,28
331,285216.667,998602.778,52
332,285380.556,813794.444,8
333,285380.556,814605.556,22
334,285408.333,813008.333,49
335,285491.667,817730.556,1
336,285544.444,811066.667,50
337,285547.222,816333.333,34
338,285550.0,823880.556,59
339,285577.778,818513.889,37
340,285650.0,815863.889,55
341,285688.889,815441.667,90
342,285730.556,995683.333,94
343,285741.667,817463.889,72
344,285780.556,818869.444,85
345,285908.333,813944.444,92
346,285997.222,813394.444,63
347,286097.222,820552.778,20
348,286119.444,808077.778,25
349,286144.444,813808.333,38
350,286147.222,966258.333,28
351,286191.667,814427.778,8
352,286416.667,811236.111,75
353,286475.0,968922.222,95
354,286488.889,813513.889,70
355,286497.222,819927.778,8
356,286608.333,813658.333,96
357,286613.889,814191.667,41
358,286616.667,815097.222,8
359,286647.222,821130.556,7
360,286650.0,808450.0,75
361,286672.222,991702.778,62
362,286680.556,973880.556,65
363,286697.222,812083.333,68
364,286772.222,998277.778,21
365,286775.0,813280.556,8
366,286794.444,965600.0,66
367,286802.778,815097.222,11
368,286986.111,813083.333,24
369,287077.778,962172.222,9
370,287088.889,1004991.667,77
371,287094.444,817330.556,9
372,287308.333,816013.889,87
373,287394.444,811152.778,31
374,287500.0,822969.444,52
375,287555.556,820950.0,16
376,287586.111,813180.556,73
377,287811.111,826152.778,32
378,287994.444,820702.778,75
379,288002.778,812733.333,77
380,288022.222,816447.222,6
381,288038.889,817258.333,80
382,288105.556,818780.556,11
383,288188.889,978483.333,54
384,288355.556,823305.556,85
385,288402.778,817688.889,75
386,288525.0,816855.556,73
387,288611.111,819066.667,67
388,288616.667,987061.111,41
389,288650.0,820391.667,34
390,288830.556,977127.778,27
391,288847.222,979005.556,86
392,288919.444,990947.222,92
393,289002.778,812638.889,41
394,289005.556,823747.222,31
395,289022.222,825927.778,34
396,289172.222,819230.556,51
397,289177.778,985461.111,17
398,289291.667,816658.333,86
399,289408.333,998494.444,83
400,289441.667,952886.111,39
401,289486.111,812988.889,59
402,289538.889,953594.444,41
403,289600.0,960650.0,97
404,289669.444,984783.333,10
405,289783.333,966458.333,2
406,289805.556,812336.111,59
407,289808.333,975025.0,80
408,289825.0,959691.667,73
409,289825.0,980172.222,13
410,289886.111,809025.0,10
411,290027.778,953316.667,69
412,290175.0,958891.667,28
413,290244.444,953986.111,65
414,290255.556,809272.222,34
415,290255.556,809722.222,17
416,290297.222,827161.111,45
417,290300.0,826688.889,9
418,290336.111,954341.667,32
419,290386.111,956983.333,48
420,290402.778,965133.333,37
421,290402.778,985677.778,21
422,290441.667,955688.889,57
423,290488.889,824611.111,70
424,290550.0,820625.0,91
425,290558.333,954097.222,39
426,290694.444,980816.667,79
427,290936.111,972888.889,84
428,290961.111,809372.222,68
429,291191.667,813516.667,2
430,291333.333,981558.333,86
431,291383.333,830352.778,71
432,291397.222,989050.0,39
433,291436.111,956450.0,85
434,291655.556,810047.222,14
435,291691.667,954316.667,18
436,291758.333,809830.556,34
437,291869.444,821402.778,15
438,291894.444,988622.222,14
439,291963.889,962694.444,96
440,292094.444,997858.333,71
441,292105.556,810230.556,20
442,292261.111,986575.0,35
443,292280.556,953447.222,37
444,292366.667,979597.222,78
445,292391.667,814658.333,27
446,292433.333,810377.778,92
447,292672.222,977641.667,44
448,292855.556,810561.111,27
449,292875.0,971516.667,88
450,292947.222,952786.111,82
451,293102.778,1004175.0,34
452,293105.556,988097.222,65
453,293113.889,961025.0,63
454,293172.222,994661.111,33
455,293472.222,991411.111,7
456,293480.556,950158.333,12
457,293488.889,810666.667,82
458,293555.556,988783.333,55
459,293561.111,981152.778,36
460,293625.0,1008963.889,6
461,293663.889,821975.0,1
462,293788.889,902600.0,43
463,293836.111,949025.0,99
464,293872.222,824469.444,17
465,293991.667,958375.0,82
466,294236.111,952438.889,34
467,294238.889,984933.333,21
468,294288.889,971702.778,95
469,294300.0,815108.333,57
470,294383.333,905952.778,71
471,294419.444,902991.667,91
472,294436.111,969408.333,55
473,294475.0,826425.0,72
474,294505.556,959944.444,2
475,294569.444,946394.444,15
476,294605.556,950511.111,10
477,294625.0,953577.778,89
478,294630.556,983852.778,20
479,294658.333,812580.556,70
480,294747.222,811272.222,5
481,294747.222,984505.556,48
482,294786.111,984872.222,75
483,294802.778,896938.889,71
484,294822.222,954152.778,19
485,294830.556,949219.444,56
486,294847.222,984655.556,17
487,294877.778,985513.889,6
488,294950.0,986183.333,40
489,295000.0,815916.667,47
490,295013.889,974522.222,6
491,295044.444,822800.0,46
492,295066.667,949922.222,27
493,295072.222,950947.222,88
494,295152.778,983800.0,32
495,295177.778,983158.333,86
496,295230.556,985161.111,14
497,295291.667,952008.333,46
498,295297.222,825191.667,100
499,295308.333,960708.333,72
500,295375.0,907200.0,53
501,295425.0,903380.556,80
502,295425.0,950202.778,96
503,295472.222,950319.444,20
504,295477.778,982908.333,31
505,295519.444,982694.444,21
506,295533.333,906022.222,23
507,295569.444,958083.333,53
508,295605.556,1043716.667,4
509,295613.889,982266.667,23
510,295633.333,952858.333,95
511,295638.889,950252.778,43
512,295686.111,979644.444,53
513,295711.111,981400.0,86
514,295722.222,903816.667,95
515,295747.222,971425.0,32
516,295819.444,957605.556,35
517,295822.222,984905.556,21
518,295847.222,985522.222,90
519,295894.444,963333.333,14
520,295916.667,820875.0,49
521,295919.444,980330.556,5
522,295955.556,907194.444,61
523,296002.778,984869.444,29
524,296130.556,828177.778,26
525,296158.333,955575.0,59
526,296183.333,955375.0,45
527,296194.444,956347.222,40
528,296200.0,950097.222,30
529,296236.111,818905.556,29
530,296311.111,960650.0,4
531,296341.667,831252.778,85
532,296458.333,905391.667,25
533,296461.111,826066.667,52
534,296483.333,816377.778,43
535,296513.889,823250.0,36
536,296580.556,815986.111,9
537,296622.222,948900.0,99
538,296627.778,952352.778,36
539,296655.556,950191.667,45
540,296661.111,911019.444,83
541,296666.667,901083.333,66
542,296691.667,1000119.444,52
543,296791.667,959769.444,87
544,296802.778,976472.222,69
545,296816.667,969027.778,43
546,296875.0,971083.333,4
547,296894.444,912708.333,15
548,296897.222,958994.444,34
549,296908.333,952088.889,23
550,296930.556,913019.444,75
551,296944.444,912188.889,34
552,296991.667,912066.667,5
553,297027.778,967802.778,14
554,297027.778,981241.667,77
555,297050.0,951236.111,56
556,297055.556,954586.111,45
557,297058.333,954366.667,94
558,297063.889,965394.444,41
559,297177.778,815083.333,56
560,297177.778,954336.111,78
561,297230.556,901236.111,66
562,297255.556,849833.333,15
563,297263.889,990733.333,50
564,297272.222,905988.889,74
565,297352.778,949772.222,25
566,297363.889,848786.111,33
567,297486.111,966008.333,6
568,297597.222,955169.444,91
569,297630.556,953630.556,56
570,297672.222,952336.111,1
571,297672.222,955297.222,67
572,297702.778,954952.778,69
573,297727.778,946825.0,88
574,297758.333,951144.444,93
575,297772.222,955169.444,95
576,297780.556,951716.667,95
577,297805.556,961569.444,86
578,297855.556,958241.667,26
579,297858.333,820316.667,47
580,297858.333,959508.333,56
581,297894.444,821675.0,9
582,297897.222,943830.556,86
583,297927.778,961005.556,43
584,297944.444,987316.667,80
585,297955.556,824944.444,41
586,297955.556,908227.778,85
587,297958.333,915013.889,16
588,297975.0,933250.0,93
589,298186.111,950558.333,39
590,298200.0,943838.889,65
591,298236.111,904750.0,40
592,298266.667,825969.444,86
593,298372.222,909561.111,53
594,298377.778,915441.667,42
595,298475.0,948905.556,52
596,298530.556,846644.444,90
597,298547.222,899905.556,38
598,298677.778,951280.556,71
599,298797.222,950627.778,17
600,298830.556,979411.111,25
601,298847.222,976697.222,54
602,298875.0,955627.778,86
603,298955.556,898977.778,49
604,298986.111,939286.111,87
605,298991.667,901002.778,96
606,299022.222,955022.222,23
607,299033.333,900772.222,79
608,299052.778,968763.889,73
609,299058.333,901422.222,39
610,299061.111,903561.111,52
611,299100.0,900325.0,71
612,299108.333,916633.333,1
613,299116.667,950619.444,39
614,299144.444,900538.889,37
615,299175.0,939241.667,27
616,299183.333,902108.333,56
617,299319.444,903663.889,75
618,299322.222,953800.0,78
619,299361.111,906786.111,84
620,299402.778,902030.556,42
621,299402.778,910247.222,60
622,299425.0,899633.333,57
623,299427.778,903516.667,57
624,299438.889,821100.0,87
625,299477.778,854180.556,28
626,299480.556,919886.111,66
627,299480.556,939169.444,61
628,299500.0,962569.444,95
629,299541.667,900052.778,22
630,299544.444,900750.0,85
631,299580.556,920358.333,11
632,299588.889,829283.333,37
633,299650.0,912030.556,66
634,299675.0,989047.222,85
635,299741.667,939922.222,82
636,299763.889,904088.889,80
637,299777.778,903877.778,43
638,299794.444,818105.556,12
639,299838.889,901527.778,97
640,299888.889,978769.444,31
641,299911.111,939583.333,87
642,299916.667,816783.333,40
643,299938.889,902416.667,29
644,299977.778,922847.222,26
645,299988.889,904122.222,19
646,300033.333,918186.111,4
647,300108.333,907194.444,6
648,300155.556,1002050.0,32
649,300205.556,938455.556,61
650,300225.0,823397.222,79
651,300258.333,925083.333,99
652,300272.222,945913.889,10
653,300355.556,944241.667,59
654,300402.778,906988.889,54
655,300438.889,820719.444,81
656,300463.889,948850.0,74
657,300472.222,906897.222,25
658,300472.222,991400.0,92
659,300477.778,943355.556,90
660,300527.778,831750.0,50
661,300536.111,905516.667,64
662,300558.333,906191.667,52
663,300563.889,917369.444,32
664,300563.889,959266.667,19
665,300663.889,904800.0,84
666,300772.222,992400.0,89
667,300805.556,926713.889,1
668,300819.444,937580.556,97
669,300850.0,978400.0,99
670,300858.333,941016.667,14
671,300927.778,937363.889,100
672,300930.556,959875.0,55
673,300972.222,960780.556,29
674,300977.778,984211.111,23
675,300994.444,919900.0,90
676,301008.333,909927.778,67
677,301025.0,940516.667,60
678,301088.889,948580.556,7
679,301102.778,973150.0,72
680,301125.0,852005.556,32
681,301130.556,946427.778,16
682,301172.222,835819.444,59
683,301216.667,924980.556,18
684,301308.333,856033.333,60
685,301313.889,940152.778,86
686,301400.0,944108.333,68
687,301422.222,1023936.111,72
688,301469.444,919611.111,77
689,301522.222,947388.889,41
690,301527.778,855700.0,97
691,301586.111,856602.778,57
692,301658.333,817066.667,79
693,301666.667,963975.0,93
694,301686.111,933758.333,65
695,301697.222,911469.444,55
696,301708.333,856252.778,71
697,301758.333,843752.778,58
698,301763.889,858055.556,21
699,301805.556,924641.667,96
700,301816.667,932736.111,61
701,301825.0,969361.111,58
702,301841.667,908591.667,34
703,301894.444,826394.444,97
704,301897.222,925825.0,32
705,301905.556,935811.111,82
706,301922.222,826147.222,36
707,302008.333,856269.444,99
708,302138.889,923744.444,100
709,302141.667,918319.444,67
710,302172.222,910961.111,63
711,302222.222,926569.444,81
712,302238.889,920197.222,31
713,302255.556,978033.333,36
714,302263.889,932172.222,57
715,302327.778,951608.333,10
716,302347.222,922683.333,92
717,302355.556,920944.444,37
718,302355.556,921852.778,31
719,302358.333,928225.0,35
720,302363.889,933772.222,43
721,302366.667,930136.111,41
722,302383.333,909200.0,70
723,302419.444,932505.556,11
724,302452.778,856483.333,18
725,302458.333,877008.333,20
726,302500.0,1032500.0,30
727,302530.556,941897.222,50
728,302669.444,977427.778,89
729,302733.333,918991.667,20
730,302750.0,897811.111,91
731,302750.0,988716.667,28
732,302766.667,977908.333,9
733,302766.667,984116.667,54
734,302772.222,912236.111,53
735,302819.444,821222.222,43
736,302866.667,893761.111,70
737,302888.889,912341.667,60
738,302891.667,856405.556,54
739,302944.444,813933.333,8
740,302950.0,907950.0,27
741,302975.0,937433.333,54
742,302977.778,978016.667,50
743,303025.0,819755.556,99
744,303025.0,931905.556,75
745,303077.778,1040186.111,90
746,303086.111,892869.444,3
747,303116.667,813966.667,98
748,303116.667,954558.333,74
749,303130.556,917902.778,49
750,303133.333,899430.556,62
751,303138.889,842475.0,1
752,303155.556,892475.0,46
753,303169.444,920488.889,39
754,303294.444,827591.667,97
755,303311.111,924955.556,50
756,303319.444,816558.333,54
757,303341.667,813988.889,69
758,303405.556,975566.667,96
759,303458.333,965280.556,95
760,303488.889,941777.778,70
761,303494.444,973700.0,78
762,303502.778,891527.778,29
763,303536.111,912652.778,63
764,303547.222,940725.0,29
765,303569.444,871638.889,35
766,303580.556,900655.556,56
767,303583.333,1036605.556,63
768,303586.111,905861.111,4
769,303655.556,885561.111,50
770,303672.222,890927.778,44
771,303677.778,979913.889,86
772,303713.889,943122.222,87
773,303758.333,843008.333,52
774,303758.333,897483.333,93
775,303838.889,872750.0,22
776,303855.556,886116.667,60
777,303877.778,960875.0,17
778,303933.333,864958.333,80
779,303941.667,912536.111,69
780,303958.333,888852.778,4
781,303975.0,919313.889,51
782,304027.778,922150.0,76
783,304030.556,882483.333,73
784,304041.667,901569.444,85
785,304055.556,866188.889,4
786,304063.889,876836.111,11
787,304097.222,866630.556,83
788,304108.333,817080.556,55
789,304108.333,914336.111,18
790,304111.111,888277.778,60
791,304111.111,920683.333,24
792,304113.889,885344.444,7
793,304188.889,970113.889,34
794,304208.333,873075.0,49
795,304211.111,872169.444,42
796,304247.222,954797.222,28
797,304250.0,872519.444,59
798,304261.111,888908.333,42
799,304263.889,872797.222,44
800,304302.778,888422.222,98
801,304319.444,849758.333,49
802,304380.556,842808.333,36
803,304386.111,904413.889,97
804,304391.667,976197.222,54
805,304402.778,885436.111,33
806,304408.333,866136.111,11
807,304427.778,872225.0,61
808,304433.333,850452.778,3
809,304438.889,856886.111,96
810,304502.778,934330.556,70
811,304505.556,911544.444,7
812,304519.444,912100.0,45
813,304555.556,866383.333,29
814,304613.889,873150.0,84
815,304686.111,872361.111,9
816,304691.667,834130.556,100
817,304691.667,836302.778,84
818,304702.778,919783.333,6
819,304738.889,879191.667,97
820,304752.778,901008.333,4
821,304761.111,883422.222,32
822,304783.333,900375.0,26
823,304811.111,926955.556,3
824,304850.0,925958.333,80
825,304852.778,928505.556,20
826,304866.667,909561.111,31
827,304875.0,876997.222,17
828,304891.667,997716.667,61
829,304911.111,915194.444,86
830,304941.667,924175.0,15
831,304977.778,949963.889,73
832,304980.556,861361.111,28
833,305019.444,907477.778,60
834,305041.667,904611.111,90
835,305041.667,905822.222,33
836,305050.0,978200.0,99
837,305080.556,976786.111,48
838,305100.0,872125.0,22
839,305180.556,829483.333,78
840,305183.333,921847.222,78
841,305186.111,872727.778,96
842,305227.778,879033.333,92
843,305252.778,896794.444,15
844,305333.333,920813.889,100
845,305366.667,917527.778,21
846,305375.0,954830.556,40
847,305425.0,975463.889,14
848,305450.0,838702.778,75
849,305452.778,877516.667,4
850,305475.0,881752.778,40
851,305536.111,877119.444,74
852,305588.889,915558.333,87
853,305600.0,919538.889,49
854,305619.444,818308.333,51
855,305666.667,1006430.556,92
856,305691.667,847433.333,26
857,305705.556,974091.667,10
858,305772.222,904830.556,76
859,305780.556,982725.0,89
860,305786.111,978527.778,81
861,305813.889,872913.889,32
862,305869.444,845833.333,14
863,305880.556,911680.556,90
864,305900.0,881708.333,99
865,305902.778,972966.667,39
866,305922.222,951291.667,88
867,305958.333,916163.889,77
868,305986.111,870311.111,16
869,305991.667,871611.111,73
870,306033.333,879036.111,6
871,306038.889,830980.556,45
872,306136.111,972052.778,69
873,306161.111,920569.444,55
874,306169.444,846600.0,85
875,306180.556,877530.556,48
876,306200.0,927625.0,9
877,306227.778,857122.222,65
878,306236.111,844147.222,83
879,306277.778,963341.667,44
880,306316.667,816066.667,2
881,306322.222,870397.222,54
882,306325.0,976769.444,63
883,306336.111,924191.667,14
884,306352.778,905008.333,56
885,306483.333,911563.889,47
886,306580.556,984402.778,82
887,306602.778,938925.0,59
888,306694.444,814627.778,91
889,306877.778,922713.889,20
890,306908.333,819175.0,56
891,306927.778,917438.889,23
892,306936.111,853922.222,94
893,306941.667,880430.556,67
894,307013.889,914361.111,84
895,307050.0,848430.556,35
896,307075.0,849244.444,79
897,307100.0,1012002.778,69
898,307108.333,949327.778,100
899,307122.222,850202.778,62
900,307172.222,911413.889,60
901,307175.0,974425.0,56
902,307213.889,861155.556,94
903,307233.333,955505.556,76
904,307238.889,873141.667,35
905,307383.333,915941.667,42
906,307386.111,880788.889,32
907,307436.111,980552.778,12
908,307472.222,832208.333,36
909,307488.889,844838.889,58
910,307541.667,935402.778,32
911,307580.556,982280.556,97
912,307591.667,986747.222,60
913,307619.444,865705.556,73
914,307636.111,880747.222,79
915,307647.222,905116.667,86
916,307730.556,858141.667,49
917,307741.667,852269.444,44
918,307750.0,944152.778,4
919,307816.667,855386.111,64
920,307836.111,924252.778,42
921,307847.222,835600.0,24
922,307908.333,898486.111,63
923,307916.667,837900.0,28
924,307916.667,856797.222,46
925,307947.222,974252.778,34
926,307969.444,853766.667,44
927,307997.222,816900.0,36
928,308158.333,926602.778,77
929,308205.556,880705.556,90
930,308230.556,883613.889,36
931,308302.778,820100.0,72
932,308305.556,906716.667,2
933,308325.0,832786.111,67
934,308372.222,912175.0,25
935,308400.0,895341.667,11
936,308411.111,977933.333,31
937,308461.111,932888.889,93
938,308469.444,901530.556,53
939,308483.333,937572.222,63
940,308530.556,880561.111,72
941,308530.556,969766.667,98
942,308558.333,820211.111,31
943,308600.0,1006005.556,89
944,308655.556,910155.556,61
945,308700.0,851619.444,83
946,308772.222,842013.889,92
947,308780.556,974013.889,63
948,308783.333,965927.778,58
949,308827.778,843238.889,3
950,308827.778,877730.556,12
951,308916.667,880397.222,38
952,308938.889,1028788.889,29
953,309036.111,845755.556,52
954,309077.778,944219.444,89
955,309138.889,1018975.0,32
956,309175.0,997861.111,40
957,309197.222,932822.222,85
958,309200.0,911155.556,75
959,309200.0,939963.889,48
960,309250.0,885900.0,61
961,309380.556,905088.889,71
962,309450.0,953752.778,68
963,309469.444,975383.333,45
964,309497.222,959113.889,55
965,309527.778,871513.889,96
966,309530.556,921825.0,71
967,309566.667,855166.667,43
968,309575.0,851622.222,46
969,309597.222,837380.556,90
970,309636.111,817227.778,59
971,309655.556,864597.222,35
972,309736.111,840530.556,40
973,309763.889,925850.0,33
974,309777.778,966736.111,30
975,309813.889,863075.0,16
976,309833.333,918000.0,93
977,309838.889,920533.333,25
978,309841.667,1037441.667,41
979,309911.111,833727.778,16
980,309966.667,948269.444,96
981,310000.0,872608.333,69
982,310011.111,894522.222,98
983,310050.0,863280.556,89
984,310066.667,904722.222,24
985,310102.778,863497.222,25
986,310111.111,838663.889,28
987,310147.222,922872.222,95
988,310236.111,874938.889,62
989,310258.333,964850.0,36
990,310294.444,961144.444,93
991,310327.778,858638.889,76
992,310344.444,919755.556,98
993,310363.889,827472.222,68
994,310397.222,1048302.778,77
995,310402.778,848791.667,37
996,310408.333,830752.778,13
997,310486.111,853050.0,25
